Authors	Year	Title	Journal	DOI	Oases	lat	long	Country	Reviewer
Abdulaziz S. Alqarni  , Javaid Iqbal  , Hael S. Raweh , Awad M. A. Hassan , Ayman A. Owayss	2021	Beekeeping in the Desert: Foraging Activities of Honey Bee during Major Honeyflow in a Hot-Arid Ecosystem	applied sciences	10.3390/app11209756	Rawdat-Khuraim	25.385955	47.285577	Saudi Arabia	JAHA
Anwar A. Aly	2015	Hydrochemical characteristics of Egypt western desert oases groundwater	Arabian Journal of Geosciences	10.1007/s12517-014-1680-8	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Anwar A. Aly	2015	Hydrochemical characteristics of Egypt western desert oases groundwater	Arabian Journal of Geosciences	10.1007/s12517-014-1680-8	Farafra	27.056532	27.962671	Egypt	JAHA
Anwar A. Aly	2015	Hydrochemical characteristics of Egypt western desert oases groundwater	Arabian Journal of Geosciences	10.1007/s12517-014-1680-8	El Bahrain	28.671708	26.501991	Egypt	JAHA
Anwar A. Aly	2015	Hydrochemical characteristics of Egypt western desert oases groundwater	Arabian Journal of Geosciences	10.1007/s12517-014-1680-8	Siwa	29.206355	25.531078	Egypt	JAHA
Anwar A. Aly	2015	Hydrochemical characteristics of Egypt western desert oases groundwater	Arabian Journal of Geosciences	10.1007/s12517-014-1680-8	Qara	29.61466	26.495658	Egypt	JAHA
Anwar A. Aly	2015	Hydrochemical characteristics of Egypt western desert oases groundwater	Arabian Journal of Geosciences	10.1007/s12517-014-1680-8	Al-Jaghbub	29.687592	24.719412	Libya	JAHA
Elena V. Anufriieva, Mohamed E. Goher, Abd Ellatif M. Hussian, Seilem M. El-Sayed, Mahmoud H. Hegab, Usama M. Tahoun, Nickolai V. Shadrin	2020	Ecosystems of artificial saline lakes. A case of Lake Magic in Wadi El-Rayan depression (Egypt)	Knowledge and Management of Aquatic Ecosystems	10.1051/kmae/2020024	Fayum	29.334534	30.767347	Egypt	JAHA
W.M. Arafa, A.I. Hassan, S.A.M. Snousi, Kh.M. El-Dakhly, P.J. Holman, T.M. Craig, S.M. Aboelhadid	2018	Fasciola hepatica infections in cattle and the freshwater snail Galba truncatula from Dakhla Oasis, Egypt	Journal of Helminthology	10.1017/S0022149X17000086	Dakhla	25.520135	29.126163	Egypt	JAHA
Sultan A. S. Araffa, Maha Abdelazeem,Hassan S. Sabet,Ahmed M. Al Dabour	2021	Hydrogeophysical investigation at El Moghra Area, North Western Desert, Egypt	Environmental Earth Sciences	10.1007/s12665-020-09332-5	Moghrar	32.49128	-0.467772	Algeria	JAHA
M. A. Awad	1996	Application of Stable Isotopes (18O, D) and Geochemistry to Study Groundwater in Bahareya Oasis, Western Desert, Egypt	Isotopes in Environmental and Health Studies	10.1080/10256019608036296	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Mohamed A. Awad	2006	Water spray as a potential thinning agent for date palm flowers (Phoenix dactylifera L.) c.v. ‘Lulu’	Scientia Horticulturae	10.1016/j.scienta.2006.09.005	Al'Ayn	24.216672	55.768363	United Arab Emirates	JAHA
Abdalla M. El Ayyat	2013	Sedimentology, sequential analysis and clay mineralogy of the lower Eocene sequence at Farafra Oasis area, Western Desert of Egypt	Journal of African Earth Sciences	10.1016/j.jafrearsci.2012.09.011	Farafra	27.056532	27.962671	Egypt	JAHA
Erik Bachorec, Ivan Horaček, Pavel Hulva, Adam Konečny, Radek K. Lučan,Petr Jedlička, Wael M. Shohdi,SimonReřucha, Mounir Abi-Said, Tomas Bartonička	2020	Spatial networks differ when food supply changes: Foraging strategy of Egyptian fruit bats	PLOS one	10.1371/journal.pone.0229110	Dakhla	25.520135	29.126163	Egypt	JAHA
Ahmed Badawy, Mona Hegazi, Hanan Gaber, Ibrahim Korrat	2018	Crustal structure of northern Egypt from joint inversion of receiver functions and surface wave dispersion velocities	Journal of Seismology	10.1007/s10950-018-9729-x	Siwa	29.206355	25.531078	Egypt	JAHA
Ashraf Baghdady, Samir Awad, Ahmed Gad1	2018	Assessment of metal contamination and natural radiation hazards in different soil types near iron ore mines, Bahariya Oasis, Egypt	Arabian Journal of Geosciences	10.1007/s12517-018-3814-x	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Hassan M. Baioumy	2015	Rare earth elements, S and Sr isotopes and origin of barite from Bahariya Oasis, Egypt: Implication for the origin of host iron ores	Journal of African Earth Sciences	10.1016/j.jafrearsci.2015.03.016	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
H.M. Baioumy, S.N. Boulis	2012	Glauconites from the Bahariya Oasis: An evidence for Cenomanian marine transgression in Egypt	Journal of African Earth Sciences	10.1016/j.jafrearsci.2012.05.001	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
H. M. BAIOUMY, M. S. HASSAN	2004	Authigenic halloysite from El-Gideda iron ore, Bahria Oasis, Egypt: characterization and origin	Clay Minerals	10.1180/0009855043920131	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Hassan Mohamed Baioumy, Mervat Said Hassan,	2009	Kaolinite in the Upper Cretaceous-Paleogene sedimentary facies of Bahariya Oasis, Egypt: Nature and origin	Neues Jahrbuch für Geologie und Paläontologie	10.1127/0077-7749/2009/0253-0313	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Hassan M. Baioumy, Mohamed Z. Khedr, Ahmed H. Ahmed	2013	Mineralogy, geochemistry and origin of Mn in the high-Mn iron ores, Bahariya Oasis, Egypt	Ore Geology Reviews	10.1016/j.oregeorev.2012.12.009	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
A. A. Bakheit, G. Z. Abdel Aal, A. E. El-Haddad, M. A. Ibrahim	2014	Subsurface tectonic pattern and basement topography as interpreted from aeromagnetic data to the south of El-Dakhla Oasis, western desert, Egypt	Arabian Journal of Geosciences	10.1007/s12517-013-0896-3	Dakhla	25.520135	29.126163	Egypt	JAHA
JOHN C. BEIER,M AGDAS .BEIER, PTESAM A, EL KORDYJ, SHERIF EL SAID, MOHAMED A. KENAWY	1986	Colonization of the oasis malaria vector, Anopheles sergentii, in Egypt.	Journal of the American Mosquito Control Association		Fayum	29.334534	30.767347	Egypt	JAHA
JOHN C. BEIER,M AGDAS .BEIER, PTESAM A, EL KORDYJ, SHERIF EL SAID, MOHAMED A. KENAWY	1986	Colonization of the oasis malaria vector, Anopheles sergentii, in Egypt.	Journal of the American Mosquito Control Association		Siwa	29.206355	25.531078	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2006	ON THE ORIENTATION OF ANCIENT EGYPTIAN TEMPLES: (2) NEW EXPERIMENTS AT THE OASES OF THE WESTERN DESERT	Journal of the History of Astronomy	10.1177/002182860603700203	Fayum	29.334534	30.767347	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2006	ON THE ORIENTATION OF ANCIENT EGYPTIAN TEMPLES: (2) NEW EXPERIMENTS AT THE OASES OF THE WESTERN DESERT	Journal of the History of Astronomy	10.1177/002182860603700203	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2006	ON THE ORIENTATION OF ANCIENT EGYPTIAN TEMPLES: (2) NEW EXPERIMENTS AT THE OASES OF THE WESTERN DESERT	Journal of the History of Astronomy	10.1177/002182860603700203	Dakhla	25.520135	29.126163	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2006	ON THE ORIENTATION OF ANCIENT EGYPTIAN TEMPLES: (2) NEW EXPERIMENTS AT THE OASES OF THE WESTERN DESERT	Journal of the History of Astronomy	10.1177/002182860603700203	El-Kharga	25.453273	30.554968	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2010	Keeping Ma’at: An astronomical approach to the orientation of the temples in ancient Egypt	Advances in Space Research	10.1016/j.asr.2009.03.033	Fayum	29.334534	30.767347	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2010	Keeping Ma’at: An astronomical approach to the orientation of the temples in ancient Egypt	Advances in Space Research	10.1016/j.asr.2009.03.033	Siwa	29.206355	25.531078	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2010	Keeping Ma’at: An astronomical approach to the orientation of the temples in ancient Egypt	Advances in Space Research	10.1016/j.asr.2009.03.033	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2010	Keeping Ma’at: An astronomical approach to the orientation of the temples in ancient Egypt	Advances in Space Research	10.1016/j.asr.2009.03.033	Dakhla	25.520135	29.126163	Egypt	JAHA
Juan Antonio Belmonte, Mosalam Shaltout	2010	Keeping Ma’at: An astronomical approach to the orientation of the temples in ancient Egypt	Advances in Space Research	10.1016/j.asr.2009.03.033	Kharga oasis	25.45255	30.555723	Egypt	JAHA
Cinzia Bettineschi, Ivana Angelini	2022	Reflections into Ptolemaic glass: Colorless, white, blue, and green inlays from the workshop of Tebtynis	Archaeometry	 10.1111/arcm.12825	Tebtynis 	29.15222	30.772362	Egypt	MF
B.A.B. Blackwell, A.R. Skinner, F. Mashriqi, A.E. Deely , R.A. Long , J.J.J. Gong , M.R. Kleindienst , J.R. Smith	2012	Challenges in constraining pluvial events and hominin activity: Examples of ESR dating molluscs from the Western Desert, Egypt	Quaternary Geochronology	10.1016/j.quageo.2012.01.005	Kharga oasis	25.45255	30.555723	Egypt	JAHA
B.A.B. BLACKWELL, A.R. SKINNER, J.R. SMITH, C.L. HILL, C.S. CHURCHER, J.M. KIENIEWICZ, K.A. ADELSBERGER, J.I.B. BLICKSTEIN, J.A. FLORENTIN, A.E. DEELY, K.V. SPILLAR	2017	ESR Analyses for Herbivore Teeth and Molluscs from Kharga, Dakhleh, and Bir Tarfawi Oases: Constraining Water Availability and Hominin Paleolithic Activity in the Western Desert, Egypt	Water & Humans in the Western Desert	10.1016/j.jafrearsci.2017.07.007	Bir Tarfawi	22.551306	28.665611	Egypt	JAHA
B.A.B. BLACKWELL, A.R. SKINNER, J.R. SMITH, C.L. HILL, C.S. CHURCHER, J.M. KIENIEWICZ, K.A. ADELSBERGER, J.I.B. BLICKSTEIN, J.A. FLORENTIN, A.E. DEELY, K.V. SPILLAR	2017	ESR Analyses for Herbivore Teeth and Molluscs from Kharga, Dakhleh, and Bir Tarfawi Oases: Constraining Water Availability and Hominin Paleolithic Activity in the Western Desert, Egypt	Water & Humans in the Western Desert	10.1016/j.jafrearsci.2017.07.007	Kharga oasis	25.45255	30.555723	Egypt	JAHA
B.A.B. BLACKWELL, A.R. SKINNER, J.R. SMITH, C.L. HILL, C.S. CHURCHER, J.M. KIENIEWICZ, K.A. ADELSBERGER, J.I.B. BLICKSTEIN, J.A. FLORENTIN, A.E. DEELY, K.V. SPILLAR	2017	ESR Analyses for Herbivore Teeth and Molluscs from Kharga, Dakhleh, and Bir Tarfawi Oases: Constraining Water Availability and Hominin Paleolithic Activity in the Western Desert, Egypt	Water & Humans in the Western Desert	10.1016/j.jafrearsci.2017.07.007	Dakhleh	25.550941	28.932225	Egypt	JAHA
MICHELE M. BLEUZE, SANDRA M. WHEELER, LANA J. WILLIAMS, JOSHA L. DUPRAS	2016	Growth of the Pectoral Girdle in a Sample of Juveniles from the Kellis 2 Cemetery, Dakhleh Oasis, Egypt	AMERICAN JOURNAL OF HUMAN BIOLOGY	10.1002/ajhb.22844	Dakhleh	25.550941	28.932225	Egypt	JAHA
Michele M. Bleuze, Sandra M. Wheeler, Tosha L. Dupras, Lana J. Williams,J. El Molto	2014	An Exploration of Adult Body Shape and Limb Proportions at Kellis 2, Dakhleh Oasis, Egypt	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY	10.1002/ajpa.22450	Dakhleh	25.550941	28.932225	Egypt	JAHA
MICHELE M. BLEUZE, SANDRA M. WHEELER, LANA J. WILLIAMS, TOSHA L. DUPRAS	2014	Ontogenetic Changes in Intralimb Proportions in a Romano-Christian Period Sample from the Dakhleh Oasis, Egypt	AMERICAN JOURNAL OF HUMAN BIOLOGY	 10.1002/ajhb.22505	Dakhleh	25.550941	28.932225	Egypt	JAHA
Mohamed Boukhary, Ahmed Ibrahim Abd El Naby, Aly I.M. Hussein	2013	Biometric analysis of Nummulites bahariyaensisn. sp. (Nummulites partschi group) from the Bartonian of Bahariya Oasis, Egypt	Historical Biology	10.1080/08912963.2012.755967	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Mohamed Boukhary, Ahmed Ibrahim Abd El Naby, Safia Al Menoufy, Mohamed Mahsou	2015	What is Nummulites depressus Kenawy 1978? Evolution of Nummulites fabianii group in the Middle Eocene of Egypt	HISTORICAL BIOLOGY	10.1080/08912963.2014.906410	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Jean-Paul Bravard, Ashraf Mostafa,Romain Garcier, Gaelle Tallet, Pascale Ballet,Aurelien Bolo, Yael Chevalier, Herve Tronchere	2016	Rise and Fall of an Egyptian Oasis: Artesian Flow, Irrigation Soils, and Historical Agricultural Development in El-Deir, Kharga Depression, Western Desert of Egypt	Geoarchaeology: An International Journal	10.1002/gea.21566	Kharga oasis	25.45255	30.555723	Egypt	JAHA
IAN A. BROOKES	1989	Early Holocene Basinal Sediments of the Dakhleh Oasis Region, South Central Egypt	Quaternary Research	10.1016/0033-5894(89)90071-9	Dakhleh	25.550941	28.932225	Egypt	JAHA
Ian A. Brookes	1993	GEOMORPHOLOGY AND QUATERNARY GEOLOGY OF THE-DAKHLA OASIS REGION, EGYPT	Quaternary Science Reviews	10.1016/0277-3791(93)90068-w	Dakhla	25.520135	29.126163	Egypt	JAHA
Ian A. Brookes	2001	Aeolian erosional lineations in the Libyan Desert, Dakhla Region, Egypt	Geomorphology	10.1016/s0169-555x(01)00026-5	Dakhla	25.520135	29.126163	Egypt	JAHA
Ian A. Brookes	2003	Palaeofluvial estimates from exhumed meander scrolls, Taref Formation (Turonian), Dakhla Region, Western Desert, Egypt	Cretaceous Research	10.1016/S0195-6671(03)00033-8	Dakhla	25.520135	29.126163	Egypt	JAHA
Ian A. Brookes	2010	Spatially variable sedimentary responses to orbitally driven pluvial climate during Marine Oxygen Isotope Stage 5.1, Dakhla Oasis region, Egypt	Quaternary Research	10.1016/j.yqres.2010.05.001	Dakhleh	25.550941	28.932225	Egypt	JAHA
Judith Bunbury, Salima Ikram, Corinne Roughley	2020	Holocene large lake development and desiccation: Changing habitats in the Kharga Basin of the Egyptian Sahara	Geoarchaeology: An International Journal	10.1002/gea.21779	Kharga oasis	25.45255	30.555723	Egypt	JAHA
M. R. BUZON, G. J. BOWEN	2010	OXYGEN AND CARBON ISOTOPE ANALYSIS OF HUMAN TOOTH ENAMEL FROM THE NEW KINGDOM SITE OF TOMBOS IN NUBIA	Archaeometry	10.1111/j.1475-4754.2009.00503.x	Dakhleh	25.550941	28.932225	Egypt	JAHA
M. CARELLI , G. GNOCCHI, C. SCOTTI	2009	Alfalfa germplasm from a Sahara oasis: characterization by means of bio-agronomic traits and SSR markers	Plant Breeding	10.1111/j.1439-0523.2008.01573.x	Siwa	29.206355	25.531078	Egypt	JAHA
O. Catuneanu, M.A. Khalifa, H.A. Wanas	2006	Sequence stratigraphy of the Lower Cenomanian Bahariya Formation, Bahariya Oasis, Western Desert, Egypt	Sedimentary Geology	10.1016/j.sedgeo.2006.05.010	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Rensheng Chena, Ersi Kanga, Xibin Jia, Jianping Yanga, Junhai Wang	2007	An hourly solar radiation model under actual weather and terrain conditions: A case study in Heihe river basin	Energy	10.1016/j.energy.2006.07.006	Linze	39.167591	100.184131	China	JAHA
C.S. CHURCHER	1991	The Egyptian fruit bat Rousettus aegyptiacus in Dakhleh Oasis, Western Desert of Egypt	Mammalia	10.2478/s11756-012-0105-y	Dakhleh	25.550941	28.932225	Egypt	JAHA
C. S . CHURCHER, G. DE IULIIS	2001	A NEW SPECIES OF PROTOPTERUS AND A REVISION OF CERATODUS HUMEI (DIPNOI: CERATODONTIFORMES) FROM THE LATE CRETACEOUS MUT FORMATION OF EASTERN DAKHLEH OASIS, WESTERN DESERT OF EGYPT	Paleontology	10.1111/1475-4983.00181	Dakhla	25.520135	29.126163	Egypt	JAHA
C.S. Churcher, M.R. Kleindienst, H.P. Schwarcz	1999	Faunal remains from a Middle Pleistocene lacustrine marl in Dakhleh Oasis, Egypt: palaeoenvironmental reconstructions	Palaeogeography, Palaeoclimatology, Palaeoecology	10.1016/S0031-0182(99)00104-2	Dakhleh	25.550941	28.932225	Egypt	JAHA
Fr d ric Colin, Anita Quiles, Mathieu Schuster, Dominique Schwartz, Catherine Duvette, Sylvie Marchand, Mennat-Allah El Dorry, Johan van Heesch	2019	THE END OF THE “GREEN OASIS”: CHRONOLOGICAL BAYESIAN MODELING OF HUMAN AND ENVIRONMENTAL DYNAMICS IN THE BAHARIYA AREA (EGYPTIAN SAHARA) FROM PHARAONIC THIRD INTERMEDIATE PERIOD TO MEDIEVAL TIMES	Radiocarbon	10.1017/RDC.2019.106	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
MEGAN COOK, EL MOLTO, C. ANDERSON	1989	Fluorochrome Labelling in Roman Period Skeletons From Dakhleh Oasis, Egypt	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY		Dakhleh	25.550941	28.932225	Egypt	JAHA
Darcy J. Copea, Tosha L. Dupras	2011	Osteogenesis imperfecta in the archeological record: An example from the Dakhleh Oasis, Egypt	International Journal of Paleopathology	10.1016/j.ijpp.2012.02.001	Dakhleh	25.550941	28.932225	Egypt	JAHA
M.K. Crombie, R.E. Arvidson, N.C. Sturchio, Z. El Alfy, K. Abu Zeid	1997	Age and isotopic constraints on Pleistocene pluvial episodes in the Western Desert, Egypt	Palaeogeography, Palaeoclimatology, Palaeoecology		Kurkur	23.900671	32.326959	Egypt	JAHA
Marwa Dabaieh , Jukka Heinonen , Deena El-Mahdy , Dalya M. Hassan	2020	A comparative study of life cycle carbon emissions and embodied energy between sun-dried bricks and fired clay bricks	Journal of Cleaner Production	10.1016/j.jclepro.2020.122998	Dakhla	25.520135	29.126163	Egypt	JAHA
ADELA. DABOUS	1994	The geochemistry of uranium and thorium isotopes in the Western Desert of Egypt	Geochimica	10.1016/0016-7037(94)90193-7	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
ADELA. DABOUS	1994	The geochemistry of uranium and thorium isotopes in the Western Desert of Egypt	Geochimica	10.1016/0016-7037(94)90193-7	Farafra	27.056532	27.962671	Egypt	JAHA
Adel A. Dabous	2002	Uranium isotopic evidence for the origin of the Bahariya iron deposits, Egypt	Ore Geology Reviews	10.1016/S0169-1368(01)00039-7	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Tosha L. Dupras, Henry P. Schwarcz, Scott I. Fairgrieve	2001	Infant Feeding and Weaning Practices in Roman Egypt	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY	10.1002/ajpa.1075	Dakhleh	25.550941	28.932225	Egypt	JAHA
T. Dzierzykray-Rogalski 	1978	Paleopathology of the Ptolemaic Inhabitants of Dakhleh Oasis (Egypt)	Journal of Human Evolution	10.1016/0047-2484(80)90044-5	Dakhleh	25.550941	28.932225	Egypt	JAHA
A. M. Ebraheem , H. K. Garamoon, S. Riad ,P. Wycisk, A. M. Seif El Nasr	2003	Numerical modeling of groundwater resource management options in the East Oweinat area, SW Egypt	Enviromental Geology	10.1007/s00254-003-0778-1	Kharga oasis	25.45255	30.555723	Egypt	JAHA
A. M. Ebraheem , H. K. Garamoon, S. Riad ,P. Wycisk, A. M. Seif El Nasr	2003	Numerical modeling of groundwater resource management options in the East Oweinat area, SW Egypt	Enviromental Geology	10.1007/s00254-003-0778-1	Dakhla	25.520135	29.126163	Egypt	JAHA
A. M. Ebraheem , S. Riad , P. Wycisk , A. M. Sefelnasr	2014	A local-scale groundwater flow model for groundwater resources management in Dakhla Oasis, SW Egypt	Hydrogeoloy Journal	10.1007/s10040-004-0359-8	Dakhla	25.520135	29.126163	Egypt	JAHA
A. E. Edris ,  A. S. Shalaby ,  H. M. Fadel , M. A. Abdel-Wahab	2003	Evaluation of a chemotype of spearmint (Mentha spicata L.) grown in Siwa Oasis, Egypt	European Food Research and Technology 	10.1007/s00217-003-0802-4	Siwa	29.206355	25.531078	Egypt	JAHA
Sebastian Ehrmann, Lothar Fickert, Reinhard Nolz	2019	Optimizing the setup of a photovoltaic pumping system for irrigation considering different crop water requirements	Journal of Photonics for Energy	10.1117/1.JPE.9.043104	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Ahmad K. Abd El Aal, Mohamed K. Salah, Nevin Aly	2021	Petrophysical characterization and durability aspects of tufa rocks at Kurkur Oasis, Western Desert, Egypt	Bulletin of Engineering Geology and the Environment	10.1007/s10064-020-02054-9	Kurkur	23.900671	32.326959	Egypt	JAHA
Haytham El Atfy , Hesham Sallam , Andre Jasper , Dieter Uhl	2016	The first evidence of paleo-wildfire from the Campanian (Late Cretaceous) of North Africa	Cretaceous Research	10.1016/j.cretres.2015.09.012	Baris	24.677501	30.603123	Egypt	JAHA
Haytham El Atfy, Tarek Anan, Andr Jasper, Dieter Uhl	2019	Repeated occurrence of palaeo-wildfires during deposition of the Bahariya Formation (early Cenomanian) of Egypt	Journal of Palaeogeography	10.1186/s42501-019-0042-6	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
G.M. El Bassiony, U.M.H.M. Abu El-Ghiet	2014	Determination of genetic diversity in Coccinella septempunctata L. (Coleoptera: Coccinellidae) associated with alfalfa, Medicago sativa L., in two Egyptian oases, using RAPD-PCR	African Entomology	10.4001/003.022.0109	Farafra	27.056532	27.962671	Egypt	JAHA
G.M. El Bassiony, U.M.H.M. Abu El-Ghiet	2014	Determination of genetic diversity in Coccinella septempunctata L. (Coleoptera: Coccinellidae) associated with alfalfa, Medicago sativa L., in two Egyptian oases, using RAPD-PCR	African Entomology	10.4001/003.022.0109	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Mohammed El Bastawesy, Rafat Ramadan Ali	2012	The use of GIS and remote sensing for the assessment of waterlogging in the dryland irrigated catchments of Farafra Oasis, Egypt	Hydrological Processes	10.1002/hyp.9218	Farafra	27.056532	27.962671	Egypt	JAHA
Mohammed El Bastawesy, Rafat Ramadan Ali, Daniel M. Deocampo, and Mohammed Saed Al Baroudi	2012	Detection and Assessment of the Waterlogging in the Dryland Drainage Basins Using Remote Sensing and GIS Techniques	IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING	10.1109/jstars.2012.2200456	Farafra	27.056532	27.962671	Egypt	JAHA
Sherif M. El Baz	2020	Foraminiferal biostratigraphy and paleobathymetry of the Maastrichtian – Paleocene succession at the north Farafra Oasis, Western Desert, Egypt	Journal of African Earth Sciences	10.1016/j.jafrearsci.2019.103745	Farafra	27.056532	27.962671	Egypt	JAHA
Salah El Beialy , Maher El-Soughier, Sayed Abdel Mohsen, Haytham El Atfy	2011	Palynostratigraphy and paleoenvironmental significance of the Cretaceous succession in the Gebel Rissu-1 well, north Western Desert, Egypt	Journal of Arid Environments	10.1016/j.jafrearsci.2010.10.007	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
MAGDY EL HEDENY , ANDREJ ERNST , AHMED EL‐SABBAGH , MOHAMMED RASHWAN, SALEH AL FARRAJ , GHADA AL BASHER, HEBA MANSOUR	2021	Palaeoecology and taphonomy of a middle Miocene domical cheilostome bryozoan, Siwa Oasis, the northern Western Desert of Egypt	Lethaia	10.1111/let.12419	Siwa	29.206355	25.531078	Egypt	JAHA
Marwa El kady,Hassan Shokry, Hesham Hama	2016	Effect of superparamagnetic nanoparticles on the physicochemical properties of nano hydroxyapatite for groundwater treatment: adsorption mechanism of Fe(II) and Mn(II)	RSC Advances	10.1039/c6ra14497g	El-Kharga	25.453273	30.554968	Egypt	JAHA
